Text,Sentiment
love still havnt done lunch together like said would miss friend,neutral
im giving si show crib sunday shes incredible jewelry designer youll gone,positive
httpyfrogcom0guyoj bonfire fave,positive
saving ipod touch 1tb external ram upgrade morning coffee,neutral
aww thanks hopefully,positive
im exhausted new song one day myspace check httpwwwmyspacecomtannajoy,negative
httpbitlyqqe7b here link ill talking hereeeeee movie x,neutral
nice natalie taught jameson,positive
feeling rather peckishno dinner least 2 hour wah,neutral
could update status one place,neutral
come baking slight headache,negative
httptwitpiccom664b7 miss bestfriend left school,negative
bring win best movie ever u best actress singer dancer role model ever33 xoxo,positive
woke dreaming met hero author anne rice son author christopher rice euphoria perhaps would someday,positive
gonna dream prince charming tonight n see everything go back normal really hope 3,positive
gonna beautiful day,positive
raining pouringwhere spooning buddy,neutral
finished watching he loved,positive
already book,neutral
sad cuz mommy leaf indy today,negative
taking load old broken concrete landfill tried find recycler,neutral
yes hindustan rock dude dunia mein asay koi fusion nehi milegi,positive
know ridiculous never got hang love chicago want go shopping trip sound like fun,positive
hello beautiful hows mariahs baby jackie still isnt talkin called n left message day,neutral
watir httpruwikipediaorgwikiwatir,neutral
ha ha ha know love love,positive
hahaha yes,neutral
dont understand sensexbut wow,neutral
hard letting go seeing cry,negative
saving till hk,neutral
see finish line disappearing plethora email wah,negative
wowzer windy good allergy,negative
finally home tomorrow day 2 amazing,positive
culture increasing indiagovt make new law wat charge boy tease boy nd wat boy rape boy,neutral
much much much mash please,positive
yes talk friench picture france im london soon im going la,neutral
ok peep good morning im going bed hit later,positive
happy mother day everybody,positive
ok noticed theatre dont know showing vancouver though,neutral
marie better hudgens omg song came shuffle would city high,neutral
woo hoo made one favorite see monday rock,positive
watched movie holiday forgotten feel good movie lovely evening,positive
like light wall shatterd great work germany must get know asap,positive
glad friday 1 week schol left im glad almost summer though,positive
omg want go beach,neutral
time hit study note prep friday exam,neutral
shattered pwg botched hybrid dolphin shirt order sent xl,negative
head cold,neutral
happy robbie drank good bit long doesnt wake sick,neutral
google wave look cool working guy came idea year ago httptinyurlcomm77gp7,positive
wow great promo orbicule english translation somewhere norwegian isnt good,neutral
miss mucho,negative
dream kind bug eye,neutral
nick voice still make wanna kill thing,negative
reminds need pick mask 2mrw thanks prefer take med b addicted,positive
think taylor laughtner selena gomez cutest couple love read fave mag,positive
feel pain dont hate day,neutral
happy mother day going later 6 pm watch well renowned group singer,positive
got grubby paw live recording paramore hear better chocolate,positive
fire call today missed,negative
trying get groove studying heeelllppppp meeeeeeee,neutral
boby talk 2,neutral
talking best friend ã¯â¿â½ureo iphones rio de janeiro valentine day brazil girlfriend iã¯â¿â½m,neutral
alone home nice nice,positive
im till 930,neutral
know nice haha,positive
weekend relaxing one cousin place watch tv series tru calling really cool,positive
going get full night sleep tonight arm get better fun forced use left hand,negative
ha check high score today currently no1 slot 306000,neutral
somehow going figure come sydney one day,neutral
he gonna chop tiny bit one two,negative
spent time guild war 4th birthday update menagerie welcome new feature ranger anyway,positive
closing 10 instead 12 yay 15 min till go home talk lovebug,neutral
chick cole hit haha ran cousin,neutral
happy mother day strong hard working mother may god bless family,positive
went bought conquered came back delicious custard croissant,positive
press ctrl bottom right ky,neutral
sad camera hand geek squad 23 week,negative
feeling sick wondering get bed go throw go sleep,negative
slept day lol time start un article fun,positive
finishing one shift 37 min drive half hour start till 1amand back 11am tomorrow sunny,neutral
yeeeeah seen empire top 100 computer game httpwwwempireonlinecom100greatestgames,neutral
native french hate trying find animal french suck someone help pleeeeease alone allison iraheta,negative
butbutim,neutral
friday tube work slow,negative
watching movie rocking baby kitty asleep sling hanging neck cute,positive
booo dario let tk get hair cut,neutral
also hanging right bored hahaha didnt work today different hour money lol whatev,negative
har vondt ryggen back hurt,negative
waste way much paper office nothing worthy almost disgust,negative
italy greece love italian men hehe,positive
ugh im tired,negative
knew youd get,positive
oh il probs wt every yaer watch first one watch last couple week lol,neutral
sometimes wish thing could go back way beginning last summer,neutral
fried oreo downtown vega went park cousin best day everrrr happy mommy day,positive
actuallywe r going june office colleaguespaid company,neutral
happy mother day mom,positive
thinking 0f 3,neutral
done,neutral
goood afternooon,positive
know wont,neutral
sydney toyota landcruiser 1996 10000 new ad received posted hcc site soon,neutral
terrible day six,negative
fireflythats nathan fillion,neutral
hungry going eat catch guy later 4 people hurt sardonic quote waiting hit back,negative
nina picked call lastnight didnt know talking like totally didnt answerr,neutral
would say 10 year younger young would intelligent good convo skill skill,neutral
circus fun dont hope getting parking lot havent moved 10 min,neutral
im really tired much time sleep,negative
oh dear,neutral
get california vintage ahahah best dress want dont ebay,positive
lord mean youll leave alone,neutral
elope cant wait see picture dress breath taking,positive
fun night needed break p love man effing hilarious good night twitter world sweet dream,positive
feel sorry adam cook strong david family,negative
woot interview went awsome didnt get talk mr johnny thought oh well still really good,positive
sad miss friend,negative
dear itto could possibly bad xo,neutral
love also like new profile pic,positive
ed cornwall school week confused,neutral
told dan say anything anymore im super sad,negative
jonaswebcast missed,negative
goodnight,positive
fuck dont get gift exited sooo awesome,positive
kk 888 follower like minute ago,neutral
going service tonight due fact ive yet find dress prom tomorrow ugh,neutral
well uhm guess u pretty dont u lol still sounded good,positive
tell spend 20 45 min morning computer doesnt leave lot time 4 showering hairdoing,neutral
thats true still suck though cause lolol originalohshit yeah thanks,neutral
left sad waiting mom come home want papa john dinner,negative
wockeez dont wanna miss showsyou guy kick sad saymy plane shop,negative
suck seriously hope feel better soon need come next week,neutral
thinking thumb button cry river,negative
wish one san francisco,neutral
super cool dream last night asked show wooowww hope come true,positive
im boredddd day gone quick dont like,negative
pollard never im banned court order,negative
saw show week ago hate say impressed fun good though,negative
drunk hickups pretty laid back great night still cant help mad situation put,neutral
know cant,neutral
gutted playing ko july jules,negative
thats way crumbles cookiewise,neutral
kashtam wonder would similey csk,neutral
dad trip lahore live dc nyc also big target bummer pizza hut chicken tikka pizza,negative
thanks btw men hairstyle right im growing hair long anyway hope good weekend,positive
